tbm_node_id,component,local_x_m,local_y_m,local_z_m,normal_x,normal_y,normal_z
59,cutterhead,0.0,1.5999999999999988,1.5999999999999988,1.0,0.0,0.0
60,cutterhead,0.0,1.5999999999999988,2.3999999999999986,1.0,0.0,0.0
61,cutterhead,0.0,1.5999999999999988,3.1999999999999984,1.0,0.0,0.0
62,cutterhead,0.0,2.3999999999999986,-3.2,1.0,0.0,0.0
63,cutterhead,0.0,2.3999999999999986,-2.4000000000000004,1.0,0.0,0.0
64,cutterhead,0.0,2.3999999999999986,-1.6000000000000005,1.0,0.0,0.0
65,cutterhead,0.0,2.3999999999999986,-0.8000000000000007,1.0,0.0,0.0
66,cutterhead,0.0,2.3999999999999986,-8.881784197001252e-16,1.0,0.0,0.0
67,cutterhead,0.0,2.3999999999999986,0.7999999999999989,1.0,0.0,0.0
68,cutterhead,0.0,2.3999999999999986,1.5999999999999988,1.0,0.0,0.0
69,cutterhead,0.0,2.3999999999999986,2.3999999999999986,1.0,0.0,0.0
70,cutterhead,0.0,2.3999999999999986,3.1999999999999984,1.0,0.0,0.0
71,cutterhead,0.0,3.1999999999999984,-2.4000000000000004,1.0,0.0,0.0
72,cutterhead,0.0,3.1999999999999984,-1.6000000000000005,1.0,0.0,0.0
73,cutterhead,0.0,3.1999999999999984,-0.8000000000000007,1.0,0.0,0.0
74,cutterhead,0.0,3.1999999999999984,-8.881784197001252e-16,1.0,0.0,0.0
75,cutterhead,0.0,3.1999999999999984,0.7999999999999989,1.0,0.0,0.0
76,cutterhead,0.0,3.1999999999999984,1.5999999999999988,1.0,0.0,0.0
77,cutterhead,0.0,3.1999999999999984,2.3999999999999986,1.0,0.0,0.0
78,cutterhead,0.0,3.9999999999999982,-8.881784197001252e-16,1.0,0.0,0.0
79,front_shield,-0.5,3.95,0.0,0.0,1.0,0.0
80,front_shield,-0.5,3.889990624398222,0.6859103017843748,0.0,0.984807753012208,0.17364817766693033
81,front_shield,-0.5,3.7117858521043385,1.3509795661363915,0.0,0.9396926207859084,0.3420201433256687
82,front_shield,-0.5,3.420800344948533,1.9749999999999999,0.0,0.8660254037844387,0.49999999999999994
83,front_shield,-0.5,3.0258755503199635,2.5390110582618304,0.0,0.766044443118978,0.6427876096865393
84,front_shield,-0.5,2.5390110582618304,3.0258755503199635,0.0,0.6427876096865394,0.766044443118978
85,front_shield,-0.5,1.9750000000000005,3.4208003449485327,0.0,0.5000000000000001,0.8660254037844386
86,front_shield,-0.5,1.350979566136392,3.711785852104338,0.0,0.3420201433256688,0.9396926207859083
87,front_shield,-0.5,0.6859103017843752,3.889990624398222,0.0,0.17364817766693041,0.984807753012208
88,front_shield,-0.5,2.4186774283160225e-16,3.95,0.0,6.123233995736766e-17,1.0
89,front_shield,-0.5,-0.6859103017843747,3.889990624398222,0.0,-0.1736481776669303,0.984807753012208
90,front_shield,-0.5,-1.3509795661363915,3.7117858521043385,0.0,-0.3420201433256687,0.9396926207859084
91,front_shield,-0.5,-1.9749999999999992,3.420800344948533,0.0,-0.4999999999999998,0.8660254037844387
